Stkcd,Trdmnt,Opndt,Mopnprc,Clsdt,Mclsprc,Ndaytrd,Mretwd,Mretwd_scaled
603131,23-Mar,1,14.43,31,13.42,23,-0.083333,-0.598157
603131,23-Apr,3,13.39,28,12.08,19,-0.099851,-0.765332
603131,23-May,4,12.07,31,12.03,20,-0.004139,0.085713
603131,23-Jun,1,12.03,30,12.51,20,0.0399,0.155278
603131,23-Jul,3,12.51,31,13.42,21,0.072742,0.423442
603131,23-Aug,1,13.38,31,13.89,23,0.035022,1.000805
603131,23-Sep,1,13.99,28,13.59,20,-0.021598,-0.302932
603131,23-Oct,9,13.65,31,16.83,17,0.238411,2.209893
603131,23-Nov,1,16.68,30,15.81,22,-0.060606,-1.0095
603131,23-Dec,1,15.84,29,14.76,21,-0.066414,-0.593739
603131,24-Jan,2,14.77,31,11.38,22,-0.228997,-0.755705
603131,24-Feb,1,11.29,29,12.72,15,0.11775,0.559155
603131,24-Mar,1,12.68,29,15.06,21,0.183962,1.212057
603131,24-Apr,1,15.07,30,14.19,20,-0.057769,-0.666704
603131,24-May,6,14.36,31,17.27,20,0.217054,2.918176
603131,24-Jun,3,17,28,13.84,19,-0.19861,-1.482536
603131,24-Jul,1,13.72,31,15.74,23,0.137283,0.983136
603131,24-Aug,1,15.02,30,13.55,22,-0.139136,-1.352211
603131,24-Sep,2,13.55,30,15.72,19,0.160148,-0.525291
603131,24-Oct,8,17.29,31,18.26,18,0.161578,0.760849
603131,24-Nov,1,18,29,19.28,21,0.05586,0.092354
603131,24-Dec,2,19.24,31,16.97,22,-0.119813,-0.817296
603136,20-Jan,2,26.66,23,22.88,16,-0.140496,-1.223948
603136,20-Feb,3,20.59,28,22.6,20,-0.012238,0.039735
603136,20-Mar,2,22.4,31,21.73,22,-0.038496,-0.060571
603136,20-Apr,1,21.51,30,25.31,21,0.164749,1.149885
603136,20-May,6,24.3,29,22.79,18,-0.099565,-1.096472
603136,20-Jun,1,22.88,30,24.2,20,0.061869,-0.01832
603136,20-Jul,1,24.24,31,28.22,23,0.166116,0.205138
603136,20-Aug,3,28.69,31,31.82,21,0.127569,0.77432
603136,20-Sep,1,31.98,30,27.46,22,-0.137021,-0.79091
603136,20-Oct,9,27.52,30,26.84,16,-0.022578,-0.188932
603136,20-Nov,2,26.56,30,29.47,21,0.097988,0.472585
603136,20-Dec,1,28.84,31,25.35,23,-0.11875,-0.739302
603136,21-Jan,4,25.01,29,25.07,20,-0.011045,0.32028
603136,21-Feb,1,25.2,26,27.6,15,0.100917,0.680205
603136,21-Mar,1,27.44,31,31.69,23,0.148188,1.116935
603136,21-Apr,1,31.85,30,26.97,21,-0.148943,-1.369362
603136,21-May,6,26.97,31,23.84,18,-0.116055,-1.389469
603136,21-Jun,1,23.86,30,16.44,21,0.012749,-0.03518
603136,21-Jul,1,16.48,30,13.47,22,-0.180657,-1.064756
603136,21-Aug,2,13.27,31,19.34,22,0.435783,2.246611
603136,21-Sep,1,19.1,30,16.95,20,-0.123578,-0.926067
603136,21-Oct,8,16.95,29,14.94,16,-0.118584,-0.91446
603136,21-Nov,1,14.79,30,15.25,22,0.02075,-0.354984
603136,21-Dec,1,15.3,31,17.62,23,0.15541,0.921927
603136,22-Jan,4,17.51,28,17.42,19,-0.011351,0.77034
603136,22-Feb,7,17.89,28,20,16,0.148106,1.041942
603136,22-Mar,1,20,31,20.45,23,0.0225,0.405051
603136,22-Apr,1,20.45,29,22.18,19,0.084597,1.659377
603136,22-May,5,21.72,31,27,19,0.217313,1.051022
603136,22-Jun,1,26.57,30,28.66,21,0.061481,-0.035267
603136,22-Jul,1,27.95,29,22.18,21,-0.226099,-1.843037
603136,22-Aug,1,22.18,31,25.28,23,0.139766,1.7213
603136,22-Sep,1,25.35,30,26.19,21,0.035997,1.389793
603136,22-Oct,10,25.36,31,27.06,16,0.033219,0.145979
603136,22-Nov,1,26.95,30,30.84,22,0.13969,0.466351
603136,22-Dec,1,31.81,30,27.15,22,-0.11965,-0.99704
603136,23-Jan,3,26.96,31,27.05,16,-0.003683,-0.870587
603136,23-Feb,1,27.06,28,30.61,20,0.131608,1.243596
603136,23-Mar,1,30.39,31,30.12,23,-0.016008,0.016512
603136,23-Apr,3,30.15,28,28.75,19,-0.045485,-0.320996
603136,23-May,4,28.42,31,27.18,20,-0.054609,-0.447055
603136,23-Jun,1,27.3,30,25.8,20,-0.050773,-0.820379
603136,23-Jul,3,25.82,31,25.33,21,-0.018217,-0.505133
603136,23-Aug,1,25.24,31,23.59,23,-0.068693,-0.23886
603136,23-Sep,1,23.85,28,21.63,20,-0.083086,-1.134124
603136,23-Oct,9,21.29,31,19.07,17,-0.118354,-0.913164
603136,23-Nov,1,19.01,30,19.77,22,0.036707,0.08188
603136,23-Dec,1,19.76,29,18.37,21,-0.070814,-0.650221
603136,24-Jan,2,18.4,31,17.54,22,-0.045182,0.688599
603136,24-Feb,1,17.29,29,17.72,15,0.010262,-0.444301
603136,24-Mar,1,17.71,29,20.12,21,0.13544,0.81246
603136,24-Apr,1,20.15,30,18.38,20,-0.086481,-0.98512
603136,24-May,6,18.45,31,12.38,20,0.005821,0.188098
603136,24-Jun,3,12.31,28,10.93,19,-0.117124,-0.441355
603136,24-Jul,1,10.82,31,10.2,23,-0.066789,-0.605148
603136,24-Aug,1,10.17,30,9.94,22,-0.02549,0.244857
603136,24-Sep,2,9.93,30,12.32,19,0.239437,0.228713
603136,24-Oct,8,13.5,31,11.16,18,-0.094156,-0.8198
603136,24-Nov,1,11.11,29,11.47,21,0.027778,-0.075579
603136,24-Dec,2,11.48,31,11.3,22,-0.014821,0.157202
603138,20-Jan,2,16.28,23,25.45,16,0.576828,4.739863
603138,20-Feb,3,22.91,28,23.78,20,-0.065619,-0.411643
603138,20-Mar,2,23.93,31,20.21,22,-0.150126,-0.953299
603138,20-Apr,1,20.02,30,19.81,21,-0.019792,-0.499616
603138,20-May,6,19.52,29,19.98,18,0.008581,-0.190456
603138,20-Jun,1,20,30,19.27,20,0.159359,0.755062
603138,20-Jul,1,19.11,31,23.22,23,0.204982,0.426784
603138,20-Aug,3,23.4,31,20.48,21,-0.118002,-1.178398
603138,20-Sep,1,20.45,30,18.35,22,-0.104004,-0.365554
603138,20-Oct,9,18.62,30,16.82,16,-0.083379,-0.953501
603138,20-Nov,2,16.81,30,16.53,21,-0.017241,-0.605088
603138,20-Dec,1,16.53,31,14.27,23,-0.136721,-0.862092
603138,21-Jan,4,14.22,29,12.02,20,-0.157673,-0.837783
603138,21-Feb,1,12.07,26,12.66,15,0.053245,0.208137
603138,21-Mar,1,12.64,31,11.35,23,-0.103475,-1.103798
603138,21-Apr,1,11.44,30,10.24,21,-0.097797,-0.919861
603138,21-May,6,10.42,31,13.21,18,0.292486,1.781315
603138,21-Jun,1,13.17,30,13.48,21,0.020439,0.029085
603138,21-Jul,1,13.41,30,11.69,22,-0.132789,-0.76402
603138,21-Aug,2,11.6,31,13.21,22,0.130026,0.332478
603138,21-Sep,1,13.25,30,15.51,20,0.17411,1.320347
603138,21-Oct,8,16.23,29,17.25,16,0.112186,1.314828
603138,21-Nov,1,16.75,30,18.71,22,0.084638,0.066838
603138,21-Dec,1,18.67,31,15.89,23,-0.150722,-1.632104
603138,22-Jan,4,15.78,28,25.15,19,0.582756,7.099725
603138,22-Feb,7,25.9,28,22.2,16,-0.117296,-1.74118
603138,22-Mar,1,22.48,31,17.7,23,-0.202703,-1.062071
603138,22-Apr,1,17.48,29,11.77,19,-0.335028,-1.844226
603138,22-May,5,11.77,31,13.25,19,0.125743,0.201588
603138,22-Jun,1,13.37,30,13.77,21,0.039245,-0.225886
603138,22-Jul,1,13.79,29,14.76,21,0.073964,0.465228
603138,22-Aug,1,14.52,31,16.04,23,0.086721,1.159863
603138,22-Sep,1,16.3,30,16.8,21,0.047382,1.532123
603138,22-Oct,10,16.8,31,26.18,16,0.558333,4.383984
603138,22-Nov,1,26.05,30,23.44,22,-0.10466,-1.776947
603138,22-Dec,1,23.4,30,20.55,22,-0.123293,-1.039546
603138,23-Jan,3,20.67,31,25.1,16,0.221411,1.888228
603138,23-Feb,1,25.05,28,24.14,20,-0.038247,-0.946244
603138,23-Mar,1,24.15,31,24.18,23,0.001657,0.177792
603138,23-Apr,3,23.85,28,19.25,19,-0.203888,-1.615633
603138,23-May,4,19.29,31,19.77,20,0.027013,0.414558
603138,23-Jun,1,19.76,30,19.04,20,-0.036925,-0.671372
603138,23-Jul,3,18.98,31,19.96,21,0.048319,0.174115
603138,23-Aug,1,19.95,31,19.92,23,-0.002004,0.558248
603138,23-Sep,1,19.91,28,18.9,20,-0.051205,-0.703158
603138,23-Oct,9,18.83,31,16.82,17,-0.110053,-0.840499
603138,23-Nov,1,16.86,30,17.15,22,0.019619,-0.109764
603138,23-Dec,1,17.5,29,17.8,21,0.037901,0.745335
603138,24-Jan,2,17.84,31,11.92,22,-0.330337,-1.551972
603138,24-Feb,1,11.89,29,13.04,15,0.09396,0.337063
603138,24-Mar,1,13.13,29,14.43,21,0.106595,0.574911
603138,24-Apr,1,14.52,30,13.37,20,-0.073458,-0.840695
603138,24-May,6,13.55,31,12.23,20,-0.085265,-0.989142
603138,24-Jun,3,12.2,28,10.48,19,-0.143091,-0.773147
603138,24-Jul,1,10.42,31,10.52,23,0.003817,-0.055625
603138,24-Aug,1,10.52,30,11.8,22,0.121673,2.31294
603138,24-Sep,2,11.61,30,15.13,19,0.282203,0.635399
603138,24-Oct,8,16.61,31,17.22,18,0.138136,0.615958
603138,24-Nov,1,17,29,16.76,21,-0.026713,-0.401442
603138,24-Dec,2,16.73,31,14.37,22,-0.142601,-1.028806
603139,20-Jan,2,17.26,23,17.18,16,-0.002323,-0.075182
603139,20-Feb,3,15.64,28,16.94,20,-0.01397,0.02509
603139,20-Mar,2,16.97,31,16.81,22,-0.007674,0.185919
603139,20-Apr,1,16.84,30,16.91,21,0.005949,-0.269533
603139,20-May,6,16.78,29,17.67,18,0.044944,0.114183
603139,20-Jun,1,17.7,30,19.35,20,0.095077,0.245117
603139,20-Jul,1,19.28,31,21.7,23,0.12611,-0.023008
603139,20-Aug,3,21.7,31,20.09,21,-0.074194,-0.830048
603139,20-Sep,1,20.27,30,18.38,22,-0.085117,-0.122234
603139,20-Oct,9,18.55,30,18.77,16,0.021219,0.361813
603139,20-Nov,2,18.9,30,18.6,21,-0.009057,-0.528547
603139,20-Dec,1,18.59,31,16.78,23,-0.097849,-0.596492
603139,21-Jan,4,16.87,29,15.04,20,-0.103695,-0.411466
603139,21-Feb,1,15.06,26,15.87,15,0.055186,0.227358
603139,21-Mar,1,15.91,31,16.29,23,0.026465,0.042823
603139,21-Apr,1,16.29,30,16.22,21,-0.004297,-0.098128
603139,21-May,6,16.21,31,17.73,18,0.093095,0.233794
603139,21-Jun,1,17.6,30,17.16,21,-0.028093,-0.376494
603139,21-Jul,1,17.17,30,16.09,22,-0.062354,-0.321503
603139,21-Aug,2,16,31,16.98,22,0.055314,-0.135242
603139,21-Sep,1,17.19,30,17.13,20,0.008834,0.073141
603139,21-Oct,8,17.21,29,18.17,16,0.060712,0.817578
603139,21-Nov,1,18.31,30,19.5,22,0.073198,-0.008695
603139,21-Dec,1,19.48,31,21.77,23,0.11641,0.596554
603139,22-Jan,4,21.99,28,17.55,19,-0.193845,-1.17388
603139,22-Feb,7,17.62,28,18.06,16,0.02906,-0.206427
603139,22-Mar,1,18.22,31,19.8,23,0.096346,0.886132
603139,22-Apr,1,19.77,29,14.77,19,-0.25404,-1.168028
603139,22-May,5,14.58,31,15.9,19,0.076506,-0.25515
603139,22-Jun,1,15.86,30,20.2,21,0.275269,1.797442
603139,22-Jul,1,20.3,29,26.7,21,0.321782,2.371594
603139,22-Aug,1,26.74,31,23.76,23,-0.110112,-0.92345
603139,22-Sep,1,24.16,30,18.61,21,-0.216751,-1.769941
603139,22-Oct,10,18.61,31,20.62,16,0.108006,0.749558
603139,22-Nov,1,20.69,30,20.09,22,-0.025703,-1.052069
603139,22-Dec,1,20.3,30,17.75,22,-0.116476,-0.960006
603139,23-Jan,3,17.79,31,19.08,16,0.074929,0.092904
603139,23-Feb,1,19.2,28,19.39,20,0.016247,-0.243685
603139,23-Mar,1,19.55,31,17.9,23,-0.076844,-0.538914
603139,23-Apr,3,17.9,28,16.1,19,-0.100559,-0.771119
603139,23-May,4,16,31,16.81,20,0.044099,0.59492
603139,23-Jun,1,16.81,30,16.38,20,-0.02558,-0.549298
603139,23-Jul,3,16.38,31,17.38,21,0.06105,0.304082
603139,23-Aug,1,17.45,31,18.05,23,0.03855,1.042974
603139,23-Sep,1,18.05,28,18.47,20,0.023269,0.303579
603139,23-Oct,9,18.47,31,20.83,17,0.127775,1.241405
603139,23-Nov,1,20.79,30,20.63,22,-0.009602,-0.437482
603139,23-Dec,1,20.64,29,18.77,21,-0.09016,-0.898563
603139,24-Jan,2,18.8,31,14.63,22,-0.220565,-0.689452
603139,24-Feb,1,14.63,29,12.73,15,-0.12987,-1.752506
603139,24-Mar,1,12.92,29,15.31,21,0.202671,1.366133
603139,24-Apr,1,15.21,30,13.94,20,-0.089484,-1.018423
603139,24-May,6,14.03,31,13.91,20,-0.002152,0.085051
603139,24-Jun,3,13.91,28,12.69,19,-0.087707,-0.065482
603139,24-Jul,1,12.74,31,12.31,23,-0.029945,-0.318393
603139,24-Aug,1,12.12,30,11.85,22,-0.037368,0.077935
603139,24-Sep,2,11.85,30,13.8,19,0.164557,-0.483363
603139,24-Oct,8,15.15,31,14.34,18,0.03913,0.004018
603139,24-Nov,1,14.26,29,16.18,21,0.128312,0.525625
603139,24-Dec,2,16.31,31,14.36,22,-0.112485,-0.74928
603156,20-Jan,2,29.12,23,28.65,16,-0.01309,-0.164698
603156,20-Feb,3,25.79,28,26.66,20,-0.069459,-0.444113
603156,20-Mar,2,26.5,31,25.54,22,-0.04201,-0.088673
603156,20-Apr,1,25.29,30,26.55,21,0.039546,0.030771
603156,20-May,6,26.26,29,22.34,18,0.087448,0.470269
603156,20-Jun,1,22.48,30,21.5,20,-0.037601,-0.807409
603156,20-Jul,1,21.53,31,25.19,23,0.171628,0.236572
603156,20-Aug,3,25.19,31,23.87,21,-0.052402,-0.656764
603156,20-Sep,1,23.98,30,25.13,22,0.052786,1.654361
603156,20-Oct,9,25.34,30,23.23,16,-0.075607,-0.855769
603156,20-Nov,2,23.23,30,26.13,21,0.124839,0.723708
603156,20-Dec,1,26.12,31,25.84,23,-0.011098,-0.003751
603156,21-Jan,4,25.8,29,22.8,20,-0.117647,-0.521659
603156,21-Feb,1,22.79,26,26.95,15,0.182018,1.483301
603156,21-Mar,1,26.6,31,25.87,23,-0.040074,-0.544333
603156,21-Apr,1,25.85,30,27.18,21,0.050638,0.384674
603156,21-May,6,26.93,31,31.94,18,0.175129,0.870479
603156,21-Jun,1,31,30,28.58,21,-0.070004,-0.726742
603156,21-Jul,1,28.7,30,27.36,22,-0.042687,-0.197942
603156,21-Aug,2,27.4,31,31.25,22,0.142178,0.408554
603156,21-Sep,1,31.05,30,30.67,20,-0.01856,-0.13358
603156,21-Oct,8,30.76,29,29.22,16,-0.047277,-0.225619
603156,21-Nov,1,28.88,30,29.82,22,0.020534,-0.35641
603156,21-Dec,1,29.55,31,28.41,23,-0.047284,-0.76913
603156,22-Jan,4,28.45,28,25.74,19,-0.093981,-0.109968
603156,22-Feb,7,26.15,28,25.97,16,0.008936,-0.417456
603156,22-Mar,1,25.98,31,23.05,23,-0.112437,-0.474018
603156,22-Apr,1,22.95,29,23.02,19,-0.001302,0.942175
603156,22-May,5,23.01,31,21.66,19,0.029854,-0.68791
603156,22-Jun,1,21.7,30,22.72,21,0.048938,-0.142793
603156,22-Jul,1,22.75,29,20.39,21,-0.102553,-0.892647
603156,22-Aug,1,20.25,31,19.26,23,-0.055419,-0.344571
603156,22-Sep,1,19.24,30,18.61,21,-0.033749,0.517862
603156,22-Oct,10,18.61,31,18.35,16,-0.013971,-0.234875
603156,22-Nov,1,18.52,30,20,22,0.089918,0.00941
603156,22-Dec,1,20.1,30,22.27,22,0.1135,1.723355
603156,23-Jan,3,22.28,31,21.12,16,-0.051639,-1.458349
603156,23-Feb,1,21.16,28,21.26,20,0.006629,-0.367684
603156,23-Mar,1,21.24,31,23.09,23,0.086077,0.948537
603156,23-Apr,3,23.1,28,25.92,19,0.122564,1.052478
603156,23-May,4,25.6,31,26.97,20,0.113584,1.328413
603156,23-Jun,1,26.3,30,24.7,20,-0.084168,-1.179715
603156,23-Jul,3,24.88,31,26.49,21,0.07247,0.420666
603156,23-Aug,1,26.58,31,24.55,23,-0.073235,-0.293148
603156,23-Sep,1,24.64,28,24.44,20,-0.004481,-0.071545
603156,23-Oct,9,24.34,31,24.89,17,0.018412,0.284061
603156,23-Nov,1,25.06,30,22.53,22,-0.094817,-1.393181
603156,23-Dec,1,22.39,29,21.26,21,-0.056369,-0.464793
603156,24-Jan,2,21.37,31,23.08,22,0.085607,1.716259
603156,24-Feb,1,23.11,29,25.08,15,0.086655,0.268867
603156,24-Mar,1,25.06,29,25.44,21,0.014354,-0.184729
603156,24-Apr,1,25.5,30,26.28,20,0.033019,0.340134
603156,24-May,6,26.6,31,25.56,20,-0.027397,-0.241228
603156,24-Jun,3,25.6,28,21.27,19,-0.111038,-0.363592
603156,24-Jul,1,21.12,31,21.15,23,-0.005642,-0.129244
603156,24-Aug,1,21.02,30,18.55,22,-0.122931,-1.124482
603156,24-Sep,2,18.55,30,23.14,19,0.247439,0.304809
603156,24-Oct,8,25.44,31,20.68,18,-0.106309,-0.894916
603156,24-Nov,1,20.69,29,21.44,21,0.03675,-0.021926
603156,24-Dec,2,21.44,31,22.84,22,0.065298,0.900837
603158,20-Jan,2,15.44,23,21.44,16,0.388601,3.174949
603158,20-Feb,3,19.41,28,23.17,20,0.08069,0.825515
603158,20-Mar,2,23.55,31,17.35,22,-0.251187,-1.761505
603158,20-Apr,1,17.24,30,18.01,21,0.03804,0.017309
603158,20-May,6,17.77,29,22.18,18,0.231538,1.677414
603158,20-Jun,1,22.95,30,22.53,20,0.020927,-0.34311
603158,20-Jul,1,22.5,31,23.69,23,0.051487,-0.44857
603158,20-Aug,3,24.05,31,21.28,21,-0.101731,-1.049015
603158,20-Sep,1,21.24,30,20.5,22,-0.036654,0.502111
603158,20-Oct,9,20.98,30,21.57,16,0.052195,0.751335
603158,20-Nov,2,21.69,30,21.24,21,-0.015299,-0.586925
603158,20-Dec,1,21.2,31,20.3,23,-0.044256,-0.230309
603158,21-Jan,4,20.47,29,16.59,20,-0.182759,-1.035911
603158,21-Feb,1,16.88,26,17.04,15,0.027125,-0.050514
603158,21-Mar,1,16.88,31,16.83,23,-0.012324,-0.29946
603158,21-Apr,1,16.65,30,18.13,21,0.077243,0.618494
603158,21-May,6,18.09,31,16.78,18,-0.074462,-1.066656
603158,21-Jun,1,16.8,30,11.7,21,-0.015012,-0.267177
603158,21-Jul,1,11.83,30,12.64,22,0.080342,0.575003
603158,21-Aug,2,12.7,31,14.47,22,0.144778,0.42483
603158,21-Sep,1,14.32,30,12.21,20,-0.156185,-1.172126
603158,21-Oct,8,12.24,29,14.01,16,0.14742,1.655196
603158,21-Nov,1,14,30,16.9,22,0.206281,0.869988
603158,21-Dec,1,16.73,31,16.5,23,-0.023669,-0.572113
603158,22-Jan,4,16.51,28,14.27,19,-0.135152,-0.548588
603158,22-Feb,7,14.58,28,14.74,16,0.032936,-0.165782
603158,22-Mar,1,14.74,31,10.39,23,-0.295115,-1.664104
603158,22-Apr,1,10.34,29,8.44,19,-0.187681,-0.613972
603158,22-May,5,8.51,31,9.84,19,0.165877,0.573885
603158,22-Jun,1,9.87,30,8.45,21,0.212507,1.259411
603158,22-Jul,1,8.53,29,8.93,21,0.056805,0.333231
603158,22-Aug,1,8.9,31,8.17,23,-0.085106,-0.658783
603158,22-Sep,1,8.2,30,6.78,21,-0.170135,-1.18717
603158,22-Oct,10,6.81,31,7.33,16,0.081121,0.532578
603158,22-Nov,1,7.42,30,7.71,22,0.051842,-0.340153
603158,22-Dec,1,7.75,30,7.09,22,-0.080415,-0.539246
603158,23-Jan,3,7.02,31,8.13,16,0.146685,0.972366
603158,23-Feb,1,8.19,28,8.15,20,0.00246,-0.421433
603158,23-Mar,1,8.16,31,7.76,23,-0.047853,-0.274229
603158,23-Apr,3,7.71,28,6.91,19,-0.109536,-0.844488
603158,23-May,4,6.94,31,6.96,20,0.007236,0.205789
603158,23-Jun,1,6.96,30,7.66,20,0.113409,0.946248
603158,23-Jul,3,7.68,31,7.6,21,-0.007833,-0.399125
603158,23-Aug,1,7.51,31,7.25,23,-0.046053,0.031747
603158,23-Sep,1,7.33,28,7.47,20,0.030345,0.399232
603158,23-Oct,9,7.65,31,10.18,17,0.362784,3.298632
603158,23-Nov,1,9.51,30,9.75,22,-0.04224,-0.803522
603158,23-Dec,1,9.76,29,9.74,21,-0.001026,0.245636
603158,24-Jan,2,9.71,31,7.14,22,-0.26694,-1.053838
603158,24-Feb,1,7.1,29,7.99,15,0.119048,0.571273
603158,24-Mar,1,8.16,29,8.16,21,0.021277,-0.127716
603158,24-Apr,1,8.21,30,8.18,20,0.002451,0.001135
603158,24-May,6,8.25,31,8.03,20,-0.018337,-0.124132
603158,24-Jun,3,8.01,28,7.04,19,-0.123288,-0.520115
603158,24-Jul,1,7.05,31,6.94,23,0.009585,-0.010733
603158,24-Aug,1,6.93,30,6.81,22,-0.018732,0.339827
603158,24-Sep,2,6.8,30,7.84,19,0.151248,-0.609926
603158,24-Oct,8,8.6,31,8.09,18,0.031888,-0.040743
603158,24-Nov,1,8.22,29,8.18,21,0.011125,-0.175166
603158,24-Dec,2,8.25,31,8.08,22,-0.012225,0.181297
603165,20-Jan,2,17.02,23,17.21,16,0.01714,0.086633
603165,20-Feb,3,15.49,28,16.98,20,-0.013364,0.030214
603165,20-Mar,2,17.22,31,16.03,22,-0.055948,-0.200138
603165,20-Apr,1,16.04,30,16.88,21,0.053026,0.15126
603165,20-May,6,16.66,29,11.46,18,-0.025015,-0.471914
603165,20-Jun,1,11.46,30,11.45,20,-0.000873,-0.516048
603165,20-Jul,1,11.48,31,13.22,23,0.154585,0.139379
603165,20-Aug,3,13.31,31,14.02,21,0.060514,0.241116
603165,20-Sep,1,14,30,14.05,22,0.00214,1.001892
603165,20-Oct,9,14.13,30,13.12,16,-0.066192,-0.737376
603165,20-Nov,2,13.12,30,13.05,21,-0.005335,-0.493737
603165,20-Dec,1,12.98,31,12.16,23,-0.068199,-0.393904
603165,21-Jan,4,12.18,29,12.61,20,0.037006,0.699785
603165,21-Feb,1,12.61,26,12.62,15,0.000793,-0.311264
603165,21-Mar,1,12.83,31,13.55,23,0.073692,0.459565
603165,21-Apr,1,13.62,30,13.43,21,-0.008856,-0.138195
603165,21-May,6,13.45,31,15.18,18,0.191878,1.000472
603165,21-Jun,1,15.03,30,13.29,21,-0.124506,-1.182212
603165,21-Jul,1,13.24,30,12.04,22,-0.094056,-0.520675
603165,21-Aug,2,12.02,31,12.19,22,0.012459,-0.403527
603165,21-Sep,1,12.19,30,13.21,20,0.083675,0.637906
603165,21-Oct,8,13.35,29,13.87,16,0.049962,0.713731
603165,21-Nov,1,13.32,30,19.8,22,0.427541,2.330861
603165,21-Dec,1,19.86,31,19.27,23,-0.026768,-0.597967
603165,22-Jan,4,19.22,28,16,19,-0.169694,-0.916585
603165,22-Feb,7,16.13,28,17.19,16,0.074375,0.268766
603165,22-Mar,1,17.19,31,17.86,23,0.038976,0.512386
603165,22-Apr,1,17.75,29,13.49,19,-0.244681,-1.089886
603165,22-May,5,13.43,31,13.27,19,-0.016308,-1.116124
603165,22-Jun,1,13.27,30,14.6,21,0.128834,0.54212
603165,22-Jul,1,14.6,29,14.31,21,-0.019863,-0.256545
603165,22-Aug,1,14.35,31,12.97,23,-0.093641,-0.749118
603165,22-Sep,1,12.98,30,10.78,21,-0.168851,-1.171118
603165,22-Oct,10,10.8,31,10.7,16,-0.007421,-0.182012
603165,22-Nov,1,10.71,30,11.3,22,0.056075,-0.301292
603165,22-Dec,1,11.36,30,10.9,22,-0.035398,-0.013987
603165,23-Jan,3,10.95,31,11.44,16,0.049541,-0.218259
603165,23-Feb,1,11.46,28,13.35,20,0.166958,1.699343
603165,23-Mar,1,13.23,31,14.42,23,0.08015,0.894424
603165,23-Apr,3,14.43,28,14.1,19,-0.022191,-0.130613
603165,23-May,4,14.17,31,14.38,20,0.019858,0.339029
603165,23-Jun,1,14.41,30,16.04,20,0.14944,1.333948
603165,23-Jul,3,16.02,31,15.83,21,-0.013092,-0.452813
603165,23-Aug,1,15.73,31,15.81,23,-0.001263,0.567105
603165,23-Sep,1,15.88,28,14.73,20,-0.068311,-0.934396
603165,23-Oct,9,14.8,31,13.53,17,-0.081466,-0.590253
603165,23-Nov,1,13.5,30,12.61,22,-0.067997,-1.092391
603165,23-Dec,1,12.61,29,11.98,21,-0.04996,-0.382522
603165,24-Jan,2,12.08,31,10.21,22,-0.147746,-0.117285
603165,24-Feb,1,10.21,29,10.59,15,0.037218,-0.192653
603165,24-Mar,1,10.56,29,11.51,21,0.086874,0.412501
603165,24-Apr,1,12.15,30,11.84,20,0.028671,0.291915
603165,24-May,6,11.96,31,11.5,20,0.011961,0.267454
603165,24-Jun,3,11.5,28,10.62,19,-0.076522,0.077433
603165,24-Jul,1,10.62,31,10.6,23,-0.001883,-0.099987
603165,24-Aug,1,10.6,30,10.14,22,-0.043396,-0.006776
603165,24-Sep,2,10.11,30,11.79,19,0.162722,-0.500813
603165,24-Oct,8,12.9,31,11.67,18,-0.010178,-0.300746
603165,24-Nov,1,11.67,29,12.2,21,0.045416,0.029898
603165,24-Dec,2,12.3,31,12.24,22,0.003279,0.3252
603166,20-Jan,2,5.98,23,5.75,16,-0.030354,-0.308231
603166,20-Feb,3,5.18,28,5.49,20,-0.045217,-0.239128
603166,20-Mar,2,5.5,31,5.77,22,0.051002,0.655163
603166,20-Apr,1,5.81,30,5.64,21,0.004274,-0.284504
603166,20-May,6,5.61,29,6.84,18,0.212766,1.520148
603166,20-Jun,1,6.8,30,6.35,20,-0.071637,-1.077414
603166,20-Jul,1,6.38,31,7.35,23,0.15748,0.155889
603166,20-Aug,3,7.38,31,7.26,21,-0.012245,-0.337445
603166,20-Sep,1,7.22,30,6.96,22,-0.041322,0.441974
603166,20-Oct,9,7,30,6.54,16,-0.060345,-0.66385
603166,20-Nov,2,6.58,30,7.04,21,0.076453,0.27118
603166,20-Dec,1,7.08,31,5.93,23,-0.15767,-1.00523
603166,21-Jan,4,5.94,29,5.91,20,-0.003373,0.380873
603166,21-Feb,1,5.7,26,6.26,15,0.059222,0.267324
603166,21-Mar,1,6.25,31,6.36,23,0.015974,-0.049752
603166,21-Apr,1,6.4,30,6.85,21,0.077044,0.616745
603166,21-May,6,6.83,31,6.33,18,-0.047081,-0.854145
603166,21-Jun,1,6.3,30,6.76,21,0.067931,0.425973
603166,21-Jul,1,6.78,30,8.28,22,0.224852,1.482905
603166,21-Aug,2,8.22,31,9.37,22,0.131643,0.342601
603166,21-Sep,1,9.37,30,8.03,20,-0.143009,-1.072697
603166,21-Oct,8,8.13,29,7.29,16,-0.092154,-0.659141
603166,21-Nov,1,7.23,30,9.95,22,0.364883,1.917161
603166,21-Dec,1,9.92,31,8.69,23,-0.126633,-1.431132
603166,22-Jan,4,8.69,28,7.33,19,-0.156502,-0.776042
603166,22-Feb,7,7.44,28,7.66,16,0.04502,-0.039063
603166,22-Mar,1,7.71,31,6.87,23,-0.103133,-0.413406
603166,22-Apr,1,6.79,29,6.77,19,-0.014556,0.831512
603166,22-May,5,6.56,31,7.38,19,0.181554,0.71931
603166,22-Jun,1,7.39,30,7.41,21,0.004065,-0.527469
